timestamp,rx_rate,tx_rate,packet_rate,min_latency,avg_latency,max_latency,latency,congestion
2026-09-06 09:56:11.062458,0.000500045458678,0.000500045458678,0.6556540105044515,0.057,0.107,0.165,0.107,0
2026-09-06 09:56:20.216305,0.0004998991134547,0.0004998991134547,0.6554621242850137,0.059,0.101,0.2,0.101,0
2026-09-06 09:56:29.401313,0.0005713658605414,0.0005713658605414,0.8709845435082909,0.049,0.146,0.195,0.146,0
2026-09-06 09:56:38.552925,0.0005000211984511,0.0005000211984511,0.6556222007663787,0.101,0.12,0.152,0.12,0
2026-09-06 09:56:47.736742,0.0004982677681839,0.0004982677681839,0.6533231226188414,0.066,0.145,0.218,0.145,0
2026-09-06 09:59:33.015138,0.0769618311155439,3.5895313504857587,189.67391237267333,0.06,0.085,0.114,0.085,0
2026-09-06 09:59:42.198863,0.0004982727596917,0.0004982727596917,0.6533296674279772,0.065,0.158,0.288,0.158,0
2026-09-06 09:59:51.353884,0.0005732373524866,0.0005732373524866,0.8738374275711657,0.096,0.168,0.254,0.168,0
2026-09-06 10:00:00.503784,0.0005001147553525,0.0005001147553525,0.6557448715286506,0.058,0.125,0.163,0.125,0
2026-09-06 10:00:09.688101,0.0004982406421729,0.0004982406421729,0.6532875552967085,0.059,0.118,0.153,0.118,0
2026-09-06 10:00:18.870587,0.0005715227880554,0.0005715227880554,0.8712237622796266,0.05,0.084,0.104,0.084,0
2026-09-06 10:00:27.992320,0.0664505308366293,3.002862723563603,162.1402424298102,35.143,41.196,48.823,41.196,1
2026-09-06 10:00:37.200133,0.2091771411952002,9.821862368403876,524.2287175032768,38.389,43.194,49.669,43.194,1
2026-09-06 10:00:46.336322,0.2107959894437385,9.84576829573031,519.0347966750688,37.57,43.416,50.61,43.416,1
2026-09-06 10:00:55.491762,0.2101919732967503,9.82249678879442,515.5404874042099,36.192,42.961,49.454,42.961,1
2026-09-06 10:01:04.637436,0.20950670229444,9.820823265731974,521.7767438463256,37.511,44.675,50.659,44.675,1
2026-09-06 10:01:13.777140,0.2096277953859337,9.826840781714594,526.1658364428432,36.382,43.837,49.674,43.837,1
2026-09-06 10:01:22.922781,0.2098695979866255,9.83004690431212,520.029159246465,36.034,45.972,52.22,45.972,1
2026-09-06 10:01:32.049041,0.209443956231797,9.795565762974098,527.5983809358927,38.816,44.011,51.33,44.011,1
2026-09-06 10:01:41.169309,0.2099640054436997,9.84465982797874,523.7784679134429,37.646,42.666,49.371,42.666,1
2026-09-06 10:01:50.291948,0.2091622829753539,9.827728138754589,522.8750145654125,38.844,44.552,51.949,44.552,1
